fecha_banco,monto_banco,concepto_banco,fecha_contable,monto_contable,concepto_contable,diferencia_monto,diferencia_dias,conciliado,clasificación_auditoría
2025-11-07,3737.58,Transferencia recibida,2025-10-12,3737.58,Ajuste de tipo de cambio,0.0,26,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-04,8400.83,Pago proveedor,4663.25,3,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-21,8982.94,Ajuste de tipo de cambio,5245.360000000001,17,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-01,4057.96,Cobro cliente,320.3800000000001,37,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-11,2160.83,Ajuste de tipo de cambio,1576.75,4,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-18,654.93,Pago proveedor,3082.65,11,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-16,5646.79,Ajuste de tipo de cambio,1909.21,9,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-08,9816.41,Pago proveedor,6078.83,30,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-07,7007.18,Ajuste de tipo de cambio,3269.6000000000004,31,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-02,7217.0,Pago proveedor,3479.42,36,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-17,776.8,Cobro cliente,2960.7799999999997,21,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-18,726.03,Cobro cliente,3011.55,20,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-14,7873.26,Ajuste de tipo de cambio,4135.68,7,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-17,8778.25,Pago proveedor,5040.67,21,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-20,1382.14,Pago proveedor,2355.4399999999996,18,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-27,7348.82,Ajuste de tipo de cambio,3611.24,11,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-23,3937.49,Cobro cliente,199.90999999999985,16,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-06,8378.9,Cobro cliente,4641.32,32,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-09-29,990.24,Pago proveedor,2747.34,39,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-08,3026.19,Ajuste de tipo de cambio,711.3899999999999,1,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-09,3703.19,Ajuste de tipo de cambio,34.38999999999987,2,True,Conciliado con Diferencia Ajustable
2025-11-07,3737.58,Transferencia recibida,2025-10-18,3897.44,Pago proveedor,159.86000000000013,20,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-17,8170.06,Pago proveedor,4432.4800000000005,21,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-17,7138.84,Pago proveedor,3401.26,21,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-09-28,3243.19,Ajuste de tipo de cambio,494.3899999999999,40,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-09-26,7493.3,Cobro cliente,3755.7200000000003,42,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-16,9582.73,Cobro cliente,5845.15,22,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-01,4041.33,Cobro cliente,303.75,6,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-26,4731.63,Ajuste de tipo de cambio,994.0500000000002,12,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-02,5434.49,Cobro cliente,1696.9099999999999,36,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-28,1731.6,Cobro cliente,2005.98,10,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-11,3028.08,Cobro cliente,709.5,27,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-04,6175.74,Cobro cliente,2438.16,3,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-08,5993.76,Ajuste de tipo de cambio,2256.1800000000003,30,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-05,3670.71,Ajuste de tipo de cambio,66.86999999999989,2,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-22,7205.02,Pago proveedor,3467.4400000000005,16,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-29,3314.46,Pago proveedor,423.1199999999999,9,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-21,9438.6,Cobro cliente,5701.02,17,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-12,2214.5,Cobro cliente,1523.08,26,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-07,949.17,Cobro cliente,2788.41,31,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-30,637.44,Pago proveedor,3100.14,8,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-13,7430.16,Ajuste de tipo de cambio,3692.58,6,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-09,2391.8,Cobro cliente,1345.7799999999997,29,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-09-24,5671.73,Ajuste de tipo de cambio,1934.1499999999996,44,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-10-09,1109.09,Ajuste de tipo de cambio,2628.49,29,False,No Conciliado - Revisión Manual
2025-11-07,3737.58,Transferencia recibida,2025-11-04,1531.66,Pago proveedor,2205.92,3,False,No Conciliado - Revisión Manual
2025-10-16,1469.35,Transferencia recibida,2025-10-12,3737.58,Ajuste de tipo de cambio,2268.23,4,False,No Conciliado - Revisión Manual
2025-10-16,1469.35,Transferencia recibida,2025-11-04,8400.83,Pago proveedor,6931.48,19,False,No Conciliado - Revisión Manual
2025-10-16,1469.35,Transferencia recibida,2025-10-21,8982.94,Ajuste de tipo de cambio,7513.59,5,False,No Conciliado - Revisión Manual
2025-10-16,1469.35,Transferencia recibida,2025-10-01,4057.96,Cobro cliente,2588.61,15,False,No Conciliado - Revisión Manual
2025-10-16,1469.35,Transferencia recibida,2025-11-11,2160.83,Ajuste de tipo de cambio,691.48,26,False,No Conciliado - Revisión Manual
2025-10-16,1469.35,Transferencia recibida,2025-11-18,654.93,Pago proveedor,814.42,33,False,No Conciliado - Revisión Manual
2025-10-16,1469.35,Transferencia recibida,2025-11-16,5646.79,Ajuste de tipo de cambio,4177.4400000000005,31,False,No Conciliado - Revisión Manual
2025-10-16,1469.35,Transferencia recibida,2025-10-08,9816.41,Pago proveedor,8347.06,8,False,No Conciliado - Revisión Manual
